Date,3690.HK,600588.SS,BABA,BIDU,BILI,FXI,JD,KWEB,NTES,PDD,TCEHY,TCOM,New_cases,restriction_gatherings,Year_Month,CPI,Unemployment
2021-12-07,237.48792565387225,138.5573676536926,57.12335554213691,108.44306038625425,291.9331628646245,88.52301460412285,206.97058002512415,83.8218934802733,166.38763151390225,152.87411952243284,120.39045407354917,75.38544744117091,109.0,4,2021Dec,1.5,5.1
2021-12-08,236.9082096118282,152.42179381045273,56.91404622988775,107.74851060663566,288.87827328781555,88.91197210441273,207.50067713323398,84.0546209331342,163.95398226038617,151.4188721763676,121.61996090885935,73.2485773047292,100.0,4,2021Dec,1.5,5.1
2021-12-09,238.64734299516908,158.11534977446757,56.38167231797991,107.57488144135169,283.7708763624796,88.93485143592848,210.89319496907368,82.83277798987021,160.1252446389188,150.8125175734676,119.94702664527605,70.5707311093556,88.0,4,2021Dec,1.5,5.1
2021-12-10,234.7826086956522,155.81183170870193,56.9049438628349,108.04514181665476,282.24343157407515,88.91197210441273,211.26424221353793,83.8218934802733,159.41218967414608,154.3051167553663,119.80593329074678,70.35433965394702,87.0,4,2021Dec,1.5,5.1
2021-12-13,239.6135265700483,156.11608126702245,55.62178435971722,104.57965690576665,265.2028608589678,87.39409112232296,206.86458133471487,81.12609412506076,159.67571205984362,149.43002981903456,118.87876825439693,67.83878576033507,112.0,4,2021Dec,1.5,5.1
2021-12-14,237.87439318670744,156.28991910572535,57.59657795434472,103.3786703282461,252.8400920844215,87.18584576937137,205.80440784970784,80.4472898437203,159.4276944961338,149.4542799321663,118.45550364124217,67.595344728103,83.0,4,2021Dec,1.5,5.1
2021-12-15,233.62319135435538,155.15992314327085,55.72644075160973,102.30791666418277,242.0524927816644,84.6637474022518,195.22927114550004,78.25574124162112,155.72295969771199,143.41499326853497,116.17789350495468,65.67487120624914,82.0,4,2021Dec,1.5,5.1
2021-12-16,230.3381583540912,156.46377361472346,54.71629324396767,101.41079216540341,239.04534609681826,85.10337451081135,192.6318575093998,76.93692852633176,153.21179825187602,138.4671374883341,114.46465678678426,60.72491214949568,85.0,4,2021Dec,1.5,5.1
2021-12-17,218.16425415628774,154.29066726857545,55.558081676490765,102.79988068514633,238.4248159613483,84.0852841487098,188.28518561017503,76.78177689109116,145.32178643198174,140.81979630830193,113.3560882161015,61.83391900336213,98.0,4,2021Dec,1.5,5.1
2021-12-20,211.7874366649683,150.81369378067959,52.32743220836825,99.52249771648061,210.6921135188314,82.30362158277106,180.73151949734273,72.55383926071485,139.94294797554218,132.86441762673275,110.49396502222815,58.804433468462555,116.0,4,2021Dec,1.5,5.1
2021-12-21,221.256038647343,150.63985594197672,55.95850250995515,104.77500075620536,235.36992638453933,84.73316547474302,194.56668085718175,77.4605732338502,150.76264417637216,143.85156932280194,116.78256937765887,63.72734294839253,99.0,4,2021Dec,1.5,5.1
2021-12-22,222.60868975505738,149.94445457627944,53.60604052795951,103.791061674784,224.34366724770237,84.54805652444783,195.46780447854314,76.12237450273717,151.32068667412392,141.7414486430993,114.80730104033174,61.88801299782985,95.0,4,2021Dec,1.5,5.1
